CodeHydro,Periode,Automne,Hiver,Printemps,Été
A850061001,2030-2050,88.78003046923077,265.99019240443215,170.08613838695652,78.2380876222826
A850061001,2070-2100,95.6616466032967,293.55177192733186,178.6263519414446,77.53820284119107
A907105050,2005-2030,5.337514516483517,12.877297990896677,11.079758646286233,5.281580480571684
A907105050,2030-2050,5.608774242857143,15.699264684210526,9.957132745652174,4.773244323913043
A907105050,2070-2100,6.044027194871795,16.593261197758494,10.712397986676017,4.797930477490252
A909106050,2005-2030,6.086701942417582,14.562890151115157,12.756417202445652,6.112299434569004
A909106050,2030-2050,6.373634965384616,17.814946372853186,11.480107625543479,5.530260921195652
A909106050,2070-2100,6.896143471062271,18.9228017791034,12.320805942145862,5.567423477135767
A931109050,2005-2030,23.178957034725276,58.997600239872554,51.74251763043478,24.966865839213934
A931109050,2030-2050,23.35194139945055,71.54354424598338,47.70880695543479,23.37761986521739
A931109050,2070-2100,26.21634741758242,80.4047284703543,50.35354259887798,22.89523818114144
A994202002,2005-2030,5.531550226813187,13.696071096950385,12.29806090262681,6.2879713023671275
A994202002,2030-2050,5.629788313736264,17.35111688864266,11.966410021195651,5.820103795108696
A994202002,2070-2100,6.476940809157509,19.748864595806218,12.600818936185133,5.962794400921659
B115001001,2005-2030,11.67482446901099,31.22350009831589,25.06777457427536,10.669790850826262
B115001001,2030-2050,10.276572707142856,35.98513017562327,26.459351491847826,10.865633492934784
B115001001,2070-2100,11.88148788974359,41.37063740600145,27.213100522791024,11.045718948599786
B213001001,2005-2030,14.959800084395603,39.889606355029585,32.14544100317029,13.908140438142029
B213001001,2030-2050,13.33034855054945,46.48433703822715,34.080897210869566,14.241899627717391
B213001001,2070-2100,15.358957307326008,53.09681052928416,34.89965250280505,14.405432245303084
B222001001,2005-2030,16.148999765714287,43.64232517432863,35.04630100860508,15.134855235819563
B222001001,2030-2050,14.505399416483515,50.945060336842104,37.13686524293478,15.514703258695652
B222001001,2070-2100,16.61020547655678,57.985988962762114,37.986041634992986,15.630503635944702
B315002001,2005-2030,23.118128052747252,64.53819206736458,53.26610966259058,23.232251878517197
B315002001,2030-2050,21.65936476043956,77.08290144764543,56.01821349021739,23.715651254347826
B315002001,2070-2100,24.385399348351648,88.26815739624006,57.506131998948106,24.187273200992554
B611101001,2005-2030,8.510142933626375,28.446071085571234,21.06343909601449,8.955823158552924
B611101001,2030-2050,8.712792236813186,34.20915389307479,21.324806442934783,8.885085901630434
B611101001,2070-2100,9.370388074725275,39.58455541720897,22.42377048562412,9.59119854519674
E171551001,2005-2030,2.7139324017582416,4.930059187073282,4.7925176019021745,2.8562172000893256
E171551001,2030-2050,2.9783326104395607,6.4812732941828255,5.121227421195653,3.120926135326087
E171551001,2070-2100,2.9330775765567765,7.219925488069415,5.168143503506311,3.06454935235732
E182601001,2005-2030,3.6024905279120882,6.83075409057806,6.164840283967391,3.961457140687807
E182601001,2030-2050,3.9548622346153843,9.06891023767313,6.686589941304348,4.237589730978261
E182601001,2070-2100,3.9878909428571427,9.94515622451193,6.630403127980364,4.434046504076568
E183041001,2005-2030,8.0435304189011,14.04197657942649,13.674158357336957,8.398410663242519
E183041001,2030-2050,8.635235980769231,18.077100464819946,14.7884916125,9.127234173913044
E183041001,2070-2100,8.591972657875457,20.410033593998556,15.021019538920056,9.101604899680964
E540031001,2005-2030,7.899609695824175,13.956395554392353,9.257968589673913,5.263479164359089
E540031001,2030-2050,6.373970634065934,16.75017603157895,10.520274254347827,5.316045557608696
E540031001,2070-2100,7.350565553846153,19.153115080260303,9.983999667952315,5.065615728465083
E550572001,2005-2030,5.048336076043956,9.540388865725989,6.860001195652174,4.111128380527021
E550572001,2030-2050,4.505600856593406,12.014830649861496,8.275922222826086,4.193395166847826
E550572001,2070-2100,4.810710216483517,14.029554650759218,7.793967943899018,4.073116828429635
E640601001,2005-2030,0.15116287032967032,0.33245263040509787,0.224724884057971,0.12553028852166145
E640601001,2030-2050,0.15039517252747253,0.49858770581717454,0.2256041972826087,0.10359595815217391
E640601001,2070-2100,0.16831931465201466,0.3856004898770788,0.2282766518232819,0.11090624140375754
E642601001,2005-2030,0.08749262725274726,0.3413276049157943,0.09966700090579711,0.06519206654756587
E642601001,2030-2050,0.09643880989010989,0.5168889745152354,0.10803670760869566,0.053347186956521735
E642601001,2070-2100,0.09921651355311356,0.25065532176428057,0.09774967531556802,0.05514252392768522
F232000101,2005-2030,0.5266384114285715,1.1073137241693218,1.1466789945652174,0.3834673934792318
F232000101,2030-2050,0.5195111120879121,1.488493234903047,1.1737988260869565,0.420982975
F232000101,2070-2100,0.6428366157509158,1.7065383109182934,1.4345157272089761,0.5017901329315845
F355040000,2005-2030,1.1074741665934067,1.6452142567137005,1.574571638134058,0.909051141581063
F355040000,2030-2050,1.0854722615384615,1.8759735922437673,1.514125768478261,0.905589193478261
F355040000,2070-2100,1.3103765835164836,2.137317082067968,1.8081401276297335,1.159225344558667
F357000101,2005-2030,3.2588191336263734,4.511274538916705,4.393732317028986,2.801455538633318
F357000101,2030-2050,3.132159587912088,4.97968948199446,4.175008111413043,2.6915696086956524
F357000101,2070-2100,3.6996631926739925,5.639010932393348,4.921522741584853,3.3085382523927684
F410000601,2005-2030,1.1740405753846155,2.135990030951297,2.197950679347826,1.1018599289861546
F410000601,2030-2050,1.1052164263736264,2.3710479822714685,2.0894732244565217,1.0726883326086958
F410000601,2070-2100,1.2602148406593408,2.7489841109906,2.549379262622721,1.2521904852889048
F415000101,2005-2030,2.2035559125274724,4.097110903049614,3.9575231662137678,1.9608448829834748
F415000101,2030-2050,1.976398562087912,4.5373305734072025,3.764860244021739,1.9013689097826088
F415000101,2070-2100,2.3110873915750916,5.175489905639913,4.3756083660589065,2.1695506855724918
F416000201,2005-2030,3.5431487758241755,5.819007106964042,5.851224786684782,3.3054352340330504
F416000201,2030-2050,3.246932332417582,6.315448028254847,5.553998340217391,3.1879538750000003
F416000201,2070-2100,3.766550566300366,7.260729819956617,6.495250498597475,3.66527663169089
F422000201,2005-2030,9.240201304615384,14.091312000910332,14.74571185643116,8.772524694506476
F422000201,2030-2050,8.900626692307691,15.287574684764541,14.042615208152174,8.60672750923913
F422000201,2070-2100,9.844576001831502,17.389796529284165,16.298759970897613,9.46723751506558
F439000101,2005-2030,16.987274638241757,23.791951670459717,24.904204458333332,16.027430773559622
F439000101,2030-2050,16.521534354395605,25.68326466537396,23.688945393478264,15.743514263586958
F439000101,2070-2100,18.13765767619048,28.82942717678959,27.417812171107993,17.013879697979437
F448060000,2005-2030,0.9730864145054945,1.2353939003186163,1.3310432205615943,0.9168764403751676
F448060000,2030-2050,0.9489976027472528,1.3589375534626038,1.258018166847826,0.900483464673913
F448060000,2070-2100,1.0866851604395604,1.530724258857556,1.4900563001402525,0.9776561970932294
F453000101,2005-2030,2.1042548672527475,2.833962369594902,2.9765360860507246,1.7022646686020546
F453000101,2030-2050,1.929792473076923,3.147268578393352,2.6387851864130436,1.6614459184782608
F453000101,2070-2100,2.315133858241758,3.509957387563268,3.3149953415147264,1.8108398954271536
F458000100,2005-2030,1.748335472967033,2.1548904797451067,2.1505647133152173,1.4130218664582403
F458000100,2030-2050,1.5739307153846154,2.3750601523545707,1.972875146195652,1.3888285967391305
F458000100,2070-2100,1.781502946153846,2.514316745480839,2.250178760518934,1.4034809847571783
F459000101,2005-2030,5.621277157362637,7.002413563495677,7.244163603713768,4.796897816435909
F459000101,2030-2050,5.2232655928571425,7.668628972853186,6.658013086413043,4.7200715233695645
F459000101,2070-2100,5.947983924175824,8.31667587418655,7.817413898667601,4.943342202764977
F464000201,2005-2030,1.406625986813187,1.9004429822485205,2.0103623238224637,1.2502761652523446
F464000201,2030-2050,1.2499358565934067,2.1631200060941826,1.9196241086956523,1.2428724635869566
F464000201,2070-2100,1.3667852109890108,2.2530819833694866,2.0531672223001403,1.193431995037221
F467000101,2005-2030,2.0441124123076926,2.803726418297679,2.9009821213768117,1.8036091884769987
F467000101,2030-2050,1.8297000126373628,3.2344328537396123,2.77878416576087,1.8013834402173912
F467000101,2070-2100,1.9910848087912087,3.3294236485900215,2.966621100280505,1.7013462130450194
F474000102,2005-2030,0.614937690989011,1.0652238229403732,1.0103689547101449,0.45266527110317106
F474000102,2030-2050,0.5798214148351648,1.3225791396121882,0.9474990956521739,0.45130725489130435
F474000102,2070-2100,0.7325464402930403,1.473459014461316,1.222752033660589,0.523400006380716
F482000000,2005-2030,1.358171716923077,2.1884341556668185,2.2098487432065217,1.142583455560518
F482000000,2030-2050,1.3041976818681318,2.6236449889196676,2.0699551875,1.1289580163043478
F482000000,2070-2100,1.5379812304029303,2.8872164320318148,2.5652494246143056,1.2512503672456576
F487000400,2005-2030,1.7531983032967033,2.9229060992262177,3.03789869067029,1.5017592000893256
F487000400,2030-2050,1.7066336054945055,3.543155975069252,2.8726086538043476,1.522637022826087
F487000400,2070-2100,1.9665790553113554,3.911658845263919,3.549254698807854,1.6523701347040056
F490000100,2005-2030,146.94254108747253,266.57062665498404,275.61138305117754,149.51567697007593
F490000100,2030-2050,140.03161632032968,299.4668983601108,279.8695134119565,151.03242490815217
F490000100,2070-2100,154.21559555421246,340.3702011193058,294.9065447591164,154.5151134789082
F608000100,2005-2030,41.579633682637365,108.99715326399637,89.05296657336957,40.124084435462265
F608000100,2030-2050,39.50299184780219,127.28884254072022,92.75291757934782,41.90573922228261
F608000100,2070-2100,43.271030334065934,140.59490462039045,93.437975164446,42.64714864799716
F619000101,2005-2030,1.0956861085714285,2.336213141556668,2.8326880932971017,1.3791834743188922
F619000101,2030-2050,1.1707533642857142,3.1374863252077563,3.130844376086957,1.5101181135869566
F619000101,2070-2100,1.2335999802197801,3.3275208485177155,3.2646838053997196,1.5592825554767813
F624000200,2005-2030,0.7880273657142858,2.20775573736914,2.3343711607789857,0.8367797204108978
F624000200,2030-2050,0.8492041631868131,3.0894259529085875,2.5119313532608696,0.9258751891304348
F624000200,2070-2100,0.9333448062271062,3.31355360231381,2.6724477773492286,0.9749194881247785
F625000101,2005-2030,1.661357708131868,4.022007161128812,4.245375816123188,1.720808425189817
F625000101,2030-2050,1.7413662873626372,5.379974905817174,4.520214394565218,1.8440009701086957
F625000101,2070-2100,1.891577226007326,5.8493085451916125,4.799212538218794,1.9343028036157393
F643000101,2005-2030,55.93154735824176,132.574794558944,116.57221122101448,56.21194206431442
F643000101,2030-2050,55.17071273956044,156.60994851191137,121.53323800597826,58.746624775
F643000101,2070-2100,58.672860579487185,171.45510308966016,123.92919268793828,59.88515659163418
G017042101,2005-2030,1.4331196514285713,2.585330362312244,1.4883356680253623,0.8872906409111211
G017042101,2030-2050,1.4940765346153846,3.4372368465373957,1.7198179277173913,0.6894434108695653
G017042101,2070-2100,1.5569001384615386,3.3822312758496023,1.4790343264375876,0.695293375753279
H010001001,2005-2030,2.4551570624175825,5.88369032271279,5.411247109601449,2.5227788633318444
H010001001,2030-2050,2.1652011252747254,6.636282310803324,5.676442572282609,2.3265851820652172
H010001001,2070-2100,2.3658339655677656,7.516486129067246,5.531161223001402,2.2774573658277206
H010002001,2005-2030,4.910489592967033,11.17172290942194,10.658142014945652,5.136636140687807
H010002001,2030-2050,4.352254012637363,12.395032585595567,11.207845628804348,4.816324982065217
H010002001,2070-2100,4.811446581684982,14.203878415762833,10.897491477559607,4.728723792981213
H020302002,2005-2030,3.5839287854945057,7.2773050578061,7.449283836503623,3.7412530585082626
H020302002,2030-2050,3.1497553126373625,7.881045735180055,7.849179611956522,3.579791172282609
H020302002,2070-2100,3.62009412014652,9.30618481308749,7.589245068022441,3.6324816348812474
H021001001,2005-2030,9.20627330857143,19.903802713245337,19.595057443840577,9.657593445734703
H021001001,2030-2050,8.132138842857144,21.792677475900277,20.593861965217393,9.177868211413044
H021001001,2070-2100,9.144786475091575,25.31919465220535,19.9752010743338,9.132566964551577
H032101001,2005-2030,2.167876759120879,5.2370829631315425,4.824137929800725,2.2569952987941044
H032101001,2030-2050,1.9150058005494504,5.932986095290859,5.084287391847826,2.1138676673913044
H032101001,2070-2100,2.0632629695970697,6.630126891178597,4.999226093969145,2.053032222970578
H032102001,2005-2030,2.787097965274725,6.569772781975421,6.226596417119565,2.955613207235373
H032102001,2030-2050,2.481483863186813,7.364798984487535,6.565160496195652,2.790886577173913
H032102001,2070-2100,2.6835472256410258,8.274429312002892,6.444149564165498,2.7041629709322934
H032103001,2005-2030,3.7274641705494505,8.505518503868913,8.166450479166667,3.9294411826708355
H032103001,2030-2050,3.336118268131868,9.423773774515235,8.627989029891303,3.7674746119565214
H032103001,2070-2100,3.6436805355311357,10.688199955531452,8.430042893758765,3.6703160404112016
H032104001,2005-2030,4.589185064175824,10.30915151115157,9.891335504981884,4.817080427869585
H032104001,2030-2050,4.114124089010989,11.30829674404432,10.42830810597826,4.688508629891305
H032104001,2070-2100,4.517727383882784,12.91938299240781,10.165416674263675,4.593375641970932
H040002001,2005-2030,14.83079183956044,32.3537094005462,31.5841690638587,15.539989665475659
H040002001,2030-2050,13.184112430219779,35.36628933961219,33.164373000000005,14.97610922826087
H040002001,2070-2100,14.72930295091575,40.957479854663774,32.20007714551192,14.837062516129032
H080001000,2005-2030,19.40143700087912,41.44460808557124,41.788159899003624,20.562864182670836
H080001000,2030-2050,17.55649249945055,45.27367623711911,43.44672479891304,20.33434300271739
H080001000,2070-2100,19.68299157985348,53.10159841395517,42.58176321563815,20.16404920808224
H081001002,2005-2030,20.966783396483514,43.742385587164314,44.61439179211956,22.44617353372041
H081001002,2030-2050,19.30265942802198,47.89436223102493,46.33260616521739,22.418328455434782
H081001002,2070-2100,21.506527834798536,56.19886701735358,45.88183382713885,22.229220274016306
H105102001,2005-2030,4.148112158681319,9.911593099226216,9.002900044384058,4.251870093345243
H105102001,2030-2050,3.7044328390109893,10.86262329529086,9.628965401630435,4.191488058695652
H105102001,2070-2100,4.0291985062271065,12.33845132176428,9.406480656732118,4.030289431761786
H112201001,2005-2030,3.419382926153846,8.486668918525261,7.323934724637681,3.3340623765073696
H112201001,2030-2050,3.0006531148351647,9.296616536288088,7.806315850543479,3.362936386956522
H112201001,2070-2100,3.3329648080586076,10.680935611713666,7.71732012973352,3.290367013824885
H120101001,2005-2030,8.999581596043956,21.593941399635867,19.245525841032606,8.980682381420277
H120101001,2030-2050,8.002508458241758,23.61574034238227,20.48365365923913,9.047954864130434
H120101001,2070-2100,8.830835187912088,27.084738791757047,20.087215748597476,8.84591346543779
H123101001,2005-2030,10.277763722197802,24.17010262312244,22.050541435235505,10.401103022778026
H123101001,2030-2050,9.239723225274725,26.407292426592797,23.30454820108696,10.56121303804348
H123101001,2070-2100,10.211093726739927,30.505414054229934,22.88731048737728,10.376651074796172
H130201001,2005-2030,1.7031693762637363,4.183459036868458,3.577105728713768,1.6120027320232246
H130201001,2030-2050,1.570529480769231,4.792602958448754,3.699060093478261,1.6737571597826086
H130201001,2070-2100,1.7731566652014652,5.561111716919739,3.549537616409537,1.7845615175469691
H136201001,2005-2030,4.35667872923077,9.56286489167046,9.272002913496376,4.3440401661456
H136201001,2030-2050,4.1311141945054946,10.99241251800554,9.553060202717392,4.534079017934783
H136201001,2070-2100,4.655264963003662,13.082757533622559,9.256017627629733,4.784660450194966
H150101001,2005-2030,18.565373023296704,39.6831298561675,38.18952575271739,18.722775259490845
H150101001,2030-2050,17.429340646153847,44.2795075700831,39.77962346195652,19.527937210326087
H150101001,2070-2100,19.302337178754577,51.49399397107737,39.62036357854138,19.73034204431053
H160301001,2005-2030,0.8966714430769231,1.6465795630405098,1.8171282423007247,0.8968794113443502
H160301001,2030-2050,0.9529935318681318,2.201289808864266,2.0311990260869566,0.9851256445652175
H160301001,2070-2100,1.0506198487179488,2.4726731077368043,2.2777850410238427,1.0848219705778093
H168000303,2005-2030,37.407845845714284,77.94474966909422,73.53740917617753,40.219392513622154
H168000303,2030-2050,40.086344774725276,97.92827054349031,80.50265193967392,42.9140389951087
H168000303,2070-2100,40.999683378388276,105.77155077729573,80.64996388744741,44.413746067352
H205101001,2005-2030,5.573695989450549,13.996105584888484,12.243562694293479,4.710201100937919
H205101001,2030-2050,4.662924245054945,16.63911483268698,12.909853243478262,4.865385972282609
H205101001,2070-2100,5.5148319047619045,18.307102626536516,12.567584935483872,4.7122088011343495
H206201001,2005-2030,1.325176360879121,2.6982217487482933,3.0515337572463768,1.2993063952657435
H206201001,2030-2050,1.2560761967032967,3.305406289196676,3.337712541304348,1.4332191510869565
H206201001,2070-2100,1.427248289010989,3.8426394544468545,3.3668717251051894,1.411941136830911
H208000101,2005-2030,62.03465684263737,119.58991767956303,117.30212750679348,67.10609868602054
H208000101,2030-2050,66.67777494230769,151.71011560720223,128.2002790429348,71.40975838913043
H208000101,2070-2100,67.51230568278388,161.48473464461316,129.3597563579944,73.37895120950017
H208000104,2005-2030,64.78049676131867,122.87303625898954,121.1104914089674,69.98126515497991
H208000104,2030-2050,69.64206569890109,155.8370057900277,132.3236269880435,74.36969263858695
H208000104,2070-2100,70.39611009816849,165.75786724005783,133.61773605329594,76.37163031230061
H214203001,2005-2030,4.68557762989011,13.09078971961766,9.98173064402174,3.653812348816436
H214203001,2030-2050,3.6802813807692307,15.712261521883656,10.039045704891304,3.4033624010869565
H214203001,2070-2100,4.375111603663004,16.87590170318149,9.833173576788218,3.2716261928394186
H214203002,2005-2030,5.118837369670329,14.041199218479745,11.011519638134057,4.093940448861098
H214203002,2030-2050,4.080274260989011,16.84939424099723,11.156555745108696,3.8752837652173913
H214203002,2070-2100,4.819236571062271,18.176111158712942,10.905639716690043,3.725964923076923
H217232001,2005-2030,2.1756688316483515,5.656509834319527,5.1723154316123185,2.143851551138901
H217232001,2030-2050,1.8763405225274725,6.817413137396121,5.250244232065218,2.048309858695652
H217232001,2070-2100,2.090198773992674,7.207979490600145,5.110378053997195,1.9191394526763559
H218201001,2005-2030,8.536072190329671,22.20737775512062,19.3341333754529,7.7471402554711934
H218201001,2030-2050,7.1715210027472525,26.582616993351802,19.743350607608697,7.5983220592391305
H218201001,2070-2100,8.260892092307692,28.733441202819957,19.341372045582048,7.225966470046083
H222101001,2005-2030,22.133160374065934,52.09812868320437,49.89264240851449,21.002857945511387
H222101001,2030-2050,19.491579132967033,61.60017399889197,51.72358304021739,21.768428663043476
H222101001,2070-2100,22.386076050549452,68.67641040636298,52.00923701928471,21.220429504431053
H232201001,2005-2030,1.476212144175824,3.81325083158853,3.5567543745471015,1.449083522554712
H232201001,2030-2050,1.3194516538461538,4.485956038781163,3.7776519543478257,1.4456017809782609
H232201001,2070-2100,1.4662840336996337,4.956722895878524,3.7893243099579244,1.406568741935484
H232202001,2005-2030,2.884916552967033,7.126410572598999,6.885716996829711,2.9280857195176417
H232202001,2030-2050,2.580943902747253,8.489271708033241,7.260851118478261,2.9150609163043475
H232202001,2070-2100,2.889875194139194,9.268077026030369,7.200099976157082,2.832721045373981
H233202001,2005-2030,3.9506279564835163,9.243745474283113,9.294012436141305,4.066786994640465
H233202001,2030-2050,3.538856829120879,10.970437727423823,9.759211867934782,4.100406635869565
H233202001,2070-2100,4.0124003882783885,12.070879287057123,9.659424393758766,4.010669019142148
H233203001,2005-2030,4.335497081758241,9.984563646791079,10.137753713768115,4.491115993300581
H233203001,2030-2050,3.8835262620879125,11.810955218836565,10.631991571195652,4.535636185869565
H233203001,2070-2100,4.410153191941392,13.034541194143166,10.523294153225807,4.442025674583481
H241201001,2005-2030,2.9270232892307693,6.363400289940828,6.596193538043479,2.9755691389012955
H241201001,2030-2050,2.625126014835165,7.588802272576178,6.9829697815217395,2.9443995125
H241201001,2070-2100,3.0056500285714285,8.475021846348517,6.967192921809257,2.964421321517192
H244233001,2005-2030,4.006417580659341,9.673444111970868,9.080435412137682,4.052722830281375
H244233001,2030-2050,3.5657991148351647,11.481082398891965,9.633704626086956,3.8503106885869567
H244233001,2070-2100,3.885490112820513,12.704151904916847,9.415837698457223,3.7553008192130455
H244234001,2005-2030,4.725979472527473,11.233398764679107,10.675411808876811,4.808905931219295
H244234001,2030-2050,4.201776715384615,13.295271521883656,11.316690048369566,4.574355722826087
H244234001,2070-2100,4.611243785714286,14.803334877078814,11.064057097124824,4.482541354484225
H245202001,2005-2030,8.119193852747252,18.537027010923985,18.373625245018115,8.325570686913801
H245202001,2030-2050,7.244293510439561,21.945767274238225,19.44519068097826,8.05903635923913
H245202001,2070-2100,8.094819453479854,24.507390561460593,19.17334275280505,7.982730029067707
H246202001,2005-2030,11.272819810109889,24.408611243058715,25.21958844972826,11.824370383206789
H246202001,2030-2050,10.091709865384615,28.49617062493075,26.579224045652175,11.660288115217393
H246202001,2070-2100,11.396312472527473,32.17698089768619,26.374890125175316,11.570488996455158
H247301001,2005-2030,2.057787014065934,3.945589290851161,4.184400612318841,2.122958425636445
H247301001,2030-2050,1.8512189835164836,4.249637,4.270031127717392,2.1435998505434783
H247301001,2070-2100,2.178663947252747,5.135049193420101,4.35602548772791,2.2653508592697627
H248201001,2005-2030,15.60830858945055,32.45246642148384,33.97116312862319,16.305176910227782
H248201001,2030-2050,14.059816212087911,37.05042848421052,35.29890460543478,16.22033369076087
H248201001,2070-2100,16.059580836996336,42.52802006869125,35.687557825035064,16.410002497695853
H248202001,2005-2030,11.915774882637361,25.52642078197542,26.604501576992753,12.575137180437695
H248202001,2030-2050,10.715452645054944,29.70416556897507,27.983389672826085,12.47951850326087
H248202001,2070-2100,12.1056968981685,33.61653940961677,27.902699411640956,12.368199227578874
H312042010,2005-2030,2.7571836096703297,6.849740526627219,5.146441423913044,2.2616499499776688
H312042010,2030-2050,2.7741879615384617,9.278259196675899,6.0417646907608695,2.242382307608696
H312042010,2070-2100,2.613468947619048,9.79950964208243,5.627901580645162,2.083516383197448
H318041010,2005-2030,5.5493312751648345,12.161569015020483,10.618361185235507,4.97895127780259
H318041010,2030-2050,5.708396771428571,16.991760499722993,12.542161068478261,5.223132815217391
H318041010,2070-2100,5.604850702197802,17.97847044143167,12.080797785413745,4.843872626373626
H322011003,2005-2030,309.0254670347253,583.2329579972691,585.0946904886775,321.79746351540865
H322011003,2030-2050,310.1397926873627,688.670595531856,611.2426264032609,332.643272763587
H322011003,2070-2100,325.41170007912086,760.0466207744036,634.4451163138149,337.5867054292804
