Id_station;code_Hydro;nom_station;longitude;latitude;Periode;Automne;Hiver;Printemps;Été
588;F482000000;L'YERRES-A-OZOUER-LE-VOULGIS-[LES-ETARDS];2.753169;48.650524;2070-2100;1.5379812304029303;2.8872164320318148;2.5652494246143056;1.2512503672456576
583;F487000400;L'YERRES-[TOTALE]-A-CROSNE;2.450783;48.715912;2005-2030;1.7531983032967031;2.9229060992262177;3.03789869067029;1.5017592000893256
583;F487000400;L'YERRES-[TOTALE]-A-CROSNE;2.450783;48.715912;2030-2050;1.7066336054945055;3.543155975069252;2.872608653804348;1.522637022826087
583;F487000400;L'YERRES-[TOTALE]-A-CROSNE;2.450783;48.715912;2070-2100;1.9665790553113556;3.911658845263919;3.549254698807854;1.6523701347040056
577;F490000100;LA-SEINE-A-ALFORTVILLE;2.418286;48.781555;2005-2030;146.9425410874725;266.57062665498404;275.61138305117754;149.51567697007593
577;F490000100;LA-SEINE-A-ALFORTVILLE;2.418286;48.781555;2030-2050;140.03161632032968;299.4668983601108;279.8695134119565;151.03242490815217
577;F490000100;LA-SEINE-A-ALFORTVILLE;2.418286;48.781555;2070-2100;154.21559555421246;340.3702011193058;294.9065447591164;154.5151134789082
570;F608000100;LA-MARNE-A-MATOUGUES;4.242010;48.996468;2005-2030;41.579633682637365;108.99715326399637;89.05296657336957;40.124084435462265
570;F608000100;LA-MARNE-A-MATOUGUES;4.242010;48.996468;2030-2050;39.50299184780219;127.28884254072022;92.75291757934782;41.90573922228261
570;F608000100;LA-MARNE-A-MATOUGUES;4.242010;48.996468;2070-2100;43.271030334065934;140.59490462039045;93.437975164446;42.64714864799716
569;F619000101;LE-SURMELIN-A-SAINT-EUGENE;3.531462;49.025074;2005-2030;1.0956861085714285;2.336213141556668;2.8326880932971017;1.3791834743188922
569;F619000101;LE-SURMELIN-A-SAINT-EUGENE;3.531462;49.025074;2030-2050;1.1707533642857142;3.1374863252077563;3.130844376086957;1.5101181135869566
569;F619000101;LE-SURMELIN-A-SAINT-EUGENE;3.531462;49.025074;2070-2100;1.23359998021978;3.3275208485177155;3.26468380539972;1.5592825554767813
575;F624000200;LE-PETIT-MORIN-A-MONTMIRAIL;3.535440;48.862740;2005-2030;0.7880273657142858;2.20775573736914;2.3343711607789857;0.8367797204108978
575;F624000200;LE-PETIT-MORIN-A-MONTMIRAIL;3.535440;48.862740;2030-2050;0.8492041631868131;3.0894259529085875;2.5119313532608696;0.9258751891304348
575;F624000200;LE-PETIT-MORIN-A-MONTMIRAIL;3.535440;48.862740;2070-2100;0.9333448062271062;3.31355360231381;2.672447777349229;0.9749194881247784
574;F625000101;LE-PETIT-MORIN-A-JOUARRE-[VANRY];3.151509;48.930550;2005-2030;1.661357708131868;4.022007161128812;4.245375816123188;1.720808425189817
574;F625000101;LE-PETIT-MORIN-A-JOUARRE-[VANRY];3.151509;48.930550;2030-2050;1.7413662873626372;5.379974905817174;4.520214394565218;1.844000970108696
574;F625000101;LE-PETIT-MORIN-A-JOUARRE-[VANRY];3.151509;48.930550;2070-2100;1.891577226007326;5.8493085451916125;4.799212538218794;1.9343028036157397
573;F643000101;LA-MARNE-A-MEAUX;2.881160;48.950722;2005-2030;55.93154735824176;132.574794558944;116.57221122101448;56.21194206431442
573;F643000101;LA-MARNE-A-MEAUX;2.881160;48.950722;2030-2050;55.17071273956044;156.60994851191137;121.53323800597826;58.746624775
573;F643000101;LA-MARNE-A-MEAUX;2.881160;48.950722;2070-2100;58.67286057948719;171.45510308966016;123.92919268793828;59.88515659163418
412;G017042101;LA-BRESLE-A-LONGROY;1.535966;49.991650;2005-2030;1.4331196514285711;2.585330362312244;1.4883356680253623;0.8872906409111211
412;G017042101;LA-BRESLE-A-LONGROY;1.535966;49.991650;2030-2050;1.4940765346153846;3.437236846537396;1.7198179277173913;0.6894434108695653
412;G017042101;LA-BRESLE-A-LONGROY;1.535966;49.991650;2070-2100;1.5569001384615386;3.3822312758496023;1.4790343264375876;0.695293375753279
633;H010001001;LA-SEINE-A-NOD-SUR-SEINE;4.570340;47.764481;2005-2030;2.4551570624175825;5.88369032271279;5.411247109601449;2.5227788633318444
633;H010001001;LA-SEINE-A-NOD-SUR-SEINE;4.570340;47.764481;2030-2050;2.1652011252747254;6.636282310803324;5.676442572282609;2.326585182065217
633;H010001001;LA-SEINE-A-NOD-SUR-SEINE;4.570340;47.764481;2070-2100;2.3658339655677656;7.516486129067246;5.531161223001402;2.2774573658277206
620;H010002001;LA-SEINE-A-PLAINES-SAINT-LANGE;4.480817;47.995811;2005-2030;4.910489592967033;11.17172290942194;10.658142014945652;5.136636140687807
620;H010002001;LA-SEINE-A-PLAINES-SAINT-LANGE;4.480817;47.995811;2030-2050;4.352254012637363;12.395032585595567;11.207845628804348;4.816324982065217
620;H010002001;LA-SEINE-A-PLAINES-SAINT-LANGE;4.480817;47.995811;2070-2100;4.811446581684982;14.203878415762832;10.897491477559608;4.728723792981213
625;H020302002;LA-LAIGNES-AUX-RICEYS;4.361000;47.961781;2005-2030;3.5839287854945057;7.2773050578061;7.449283836503623;3.741253058508263
625;H020302002;LA-LAIGNES-AUX-RICEYS;4.361000;47.961781;2030-2050;3.1497553126373625;7.881045735180055;7.849179611956522;3.579791172282609
625;H020302002;LA-LAIGNES-AUX-RICEYS;4.361000;47.961781;2070-2100;3.62009412014652;9.30618481308749;7.589245068022441;3.632481634881248
616;H021001001;LA-SEINE-A-POLISY;4.381266;48.063770;2005-2030;9.20627330857143;19.903802713245337;19.595057443840577;9.657593445734705
616;H021001001;LA-SEINE-A-POLISY;4.381266;48.063770;2030-2050;8.132138842857144;21.79267747590028;20.593861965217396;9.177868211413044
616;H021001001;LA-SEINE-A-POLISY;4.381266;48.063770;2070-2100;9.144786475091577;25.31919465220535;19.9752010743338;9.132566964551575
632;H032101001;L'OURCE-A-VOULAINES-LES-TEMPLIERS;4.758212;47.816032;2005-2030;2.167876759120879;5.237082963131543;4.824137929800725;2.2569952987941044
632;H032101001;L'OURCE-A-VOULAINES-LES-TEMPLIERS;4.758212;47.816032;2030-2050;1.9150058005494504;5.932986095290859;5.084287391847826;2.1138676673913044
632;H032101001;L'OURCE-A-VOULAINES-LES-TEMPLIERS;4.758212;47.816032;2070-2100;2.0632629695970697;6.630126891178597;4.999226093969145;2.053032222970578
628;H032102001;L'OURCE-A-BRION-SUR-OURCE;4.654202;47.899754;2005-2030;2.787097965274725;6.569772781975421;6.226596417119565;2.955613207235373
628;H032102001;L'OURCE-A-BRION-SUR-OURCE;4.654202;47.899754;2030-2050;2.481483863186813;7.364798984487535;6.565160496195652;2.790886577173913
628;H032102001;L'OURCE-A-BRION-SUR-OURCE;4.654202;47.899754;2070-2100;2.6835472256410258;8.274429312002892;6.444149564165498;2.7041629709322934
621;H032103001;L'OURCE-A-AUTRICOURT;4.615057;47.998638;2005-2030;3.7274641705494505;8.505518503868913;8.166450479166667;3.929441182670836
621;H032103001;L'OURCE-A-AUTRICOURT;4.615057;47.998638;2030-2050;3.336118268131868;9.423773774515237;8.627989029891303;3.7674746119565214
621;H032103001;L'OURCE-A-AUTRICOURT;4.615057;47.998638;2070-2100;3.643680535531136;10.688199955531452;8.430042893758765;3.6703160404112016
615;H032104001;L'OURCE-A-CELLES-SUR-OURCE;4.408602;48.077892;2005-2030;4.589185064175824;10.30915151115157;9.891335504981884;4.817080427869585
615;H032104001;L'OURCE-A-CELLES-SUR-OURCE;4.408602;48.077892;2030-2050;4.114124089010989;11.30829674404432;10.42830810597826;4.688508629891305
615;H032104001;L'OURCE-A-CELLES-SUR-OURCE;4.408602;48.077892;2070-2100;4.517727383882784;12.91938299240781;10.165416674263676;4.593375641970932
